,Name,Fueltype,Technology,Set,Country,Capacity,Efficiency,Duration,Volume_Mm3,DamHeight_m,StorageCapacity_MWh,DateIn,DateRetrofit,DateOut,lat,lon,EIC,projectID,bus
192,Cine Ales,CCGT,CCGT,CHP,TR,63.0,,,0.0,0.0,0.0,2012.0,2012.0,2052.0,37.636976,27.974789,{nan},{'GGPT': {'L100000405903'}},449
193,Delta Enerji,CCGT,CCGT,PP,TR,61.0,,,0.0,0.0,0.0,2009.0,2009.0,2049.0,41.291517,27.561279,{nan},{'GGPT': {'L100000405904'}},89
194,Denizli Honaz,CCGT,CCGT,PP,TR,63.0,,,0.0,0.0,0.0,2013.0,2013.0,2053.0,37.808975,29.257713,{nan},{'GGPT': {'L100000405905'}},291
195,Denizli Saraykoy,CCGT,CCGT,PP,TR,205.5,,,0.0,0.0,0.0,2013.0,2013.0,2053.0,37.913637,28.904767,{nan},{'GGPT': {'L100000405906'}},1642
196,Esenyurt,CCGT,CCGT,CHP,TR,180.0,,,0.0,0.0,0.0,1999.0,1999.0,2039.0,41.065154,28.668154,{nan},{'GGPT': {'L100000405911'}},6
197,Eskisehir Endustriyel,CCGT,CCGT,PP,TR,55.5,,,0.0,0.0,0.0,2001.0,2001.0,2041.0,39.7566025,30.6221588,{nan},{'GGPT': {'L100000405912'}},303
198,Gebze Dilovasi,CCGT,CCGT,PP,TR,253.4,,,0.0,0.0,0.0,2017.0,2017.0,2057.0,40.8015144,29.5518078,{nan},{'GGPT': {'L100000405913'}},133
199,Gebze Yeni,CCGT,CCGT,PP,TR,865.0,,,0.0,0.0,0.0,2013.0,2013.0,2053.0,40.81655,29.57319,{nan},{'GGPT': {'L100000405914'}},133
200,Gediz,CCGT,CCGT,CHP,TR,57.0,,,0.0,0.0,0.0,2013.0,2013.0,2053.0,38.9652,29.3653,{nan},{'GGPT': {'L100000408829'}},693
201,Izmir Refinery,CCGT,CCGT,CHP,TR,176.0,,,0.0,0.0,0.0,2007.0,2007.0,2047.0,40.7555,29.767049999999998,"{nan, nan}","{'GGPT': {'L100000408836', 'L100000408904'}}",994
202,Izmit Kosekoy,CCGT,CCGT,CHP,TR,157.0,,,0.0,0.0,0.0,2009.0,2009.0,2049.0,40.7730549728796,29.9469596306059,{nan},{'GGPT': {'L100000405920'}},1446
203,Karadeniz Eregli Zonguldak,CCGT,CCGT,CHP,TR,191.1,,,0.0,0.0,0.0,1996.0,1996.0,2036.0,41.261469,31.420106,{nan},{'GGPT': {'L100000407676'}},1003
204,Kazan Soda Elektrik,CCGT,CCGT,CHP,TR,380.0,,,0.0,0.0,0.0,2018.0,2018.0,2058.0,40.1048932,32.5012322,{nan},{'GGPT': {'L100000405918'}},1482
205,Luleburgaz Zorlu,CCGT,CCGT,CHP,TR,133.19,,,0.0,0.0,0.0,2010.0,2010.0,2050.0,41.277524,27.588236,{nan},{'GGPT': {'L100000405922'}},89
206,Manisa Osb Cogeneration,CCGT,CCGT,CHP,TR,140.0,,,0.0,0.0,0.0,2005.0,2005.0,2045.0,38.616891,27.344618,{nan},{'GGPT': {'L100000405924'}},511
207,Marmara Cebi,CCGT,CCGT,PP,TR,65.0,,,0.0,0.0,0.0,2003.0,2003.0,2043.0,41.0200908,29.0460478,{nan},{'GGPT': {'L100000405925'}},184
208,Mersin,CCGT,CCGT,CHP,TR,65.0,,,0.0,0.0,0.0,2011.0,2011.0,2051.0,36.8681,34.7549,{nan},{'GGPT': {'L100000408850'}},725
209,Mersin Camis,CCGT,CCGT,CHP,TR,250.0,,,0.0,0.0,0.0,2006.0,2006.0,2046.0,36.814451,34.734962,"{nan, nan}",{'GGPT': {'L100000405926'}},976
210,Mersin Soda Sanayi,CCGT,CCGT,CHP,TR,135.0,,,0.0,0.0,0.0,2014.0,2014.0,2054.0,36.80902,34.70594,{nan},{'GGPT': {'L100000408849'}},976
211,Odas,CCGT,CCGT,PP,TR,140.0,,,0.0,0.0,0.0,2011.0,2011.0,2051.0,37.19509,38.88849,{nan},{'GGPT': {'L100000408848'}},326
212,Petkim,CCGT,CCGT,CHP,TR,226.0,,,0.0,0.0,0.0,2003.0,2003.0,2043.0,38.8044662,26.9263064,{nan},{'GGPT': {'L100000103671'}},176
213,Silopi,CCGT,CCGT,CHP,TR,182.0,,,0.0,0.0,0.0,2007.0,2007.0,2047.0,37.24155,42.4149,{nan},{'GGPT': {'L100000408845'}},21
214,Taha,CCGT,CCGT,PP,TR,136.0,,,0.0,0.0,0.0,2017.0,2017.0,2057.0,37.3118819736532,40.7330169726601,{nan},{'GGPT': {'L100000407678'}},1703
215,Tekirdag,CCGT,CCGT,PP,TR,956.0,,,0.0,0.0,0.0,1999.0,1999.0,2039.0,41.0072,27.9736,"{nan, nan}",{'GGPT': {'L100000405930'}},59
216,Trakya,CCGT,CCGT,PP,TR,1200.0,,,0.0,0.0,0.0,1999.0,1999.0,2039.0,40.9975,27.9796,{nan},{'GGPT': {'L100000405928'}},59
217,Yahsihan,CCGT,CCGT,PP,TR,927.4,,,0.0,0.0,0.0,2017.0,2017.0,2057.0,39.8419786,33.4879879,{nan},{'GGPT': {'L100000405932'}},562
218,Yesilyurt,CCGT,CCGT,CHP,TR,234.0,,,0.0,0.0,0.0,2013.0,2013.0,2053.0,41.2363,36.4416,"{nan, nan}",{'GGPT': {'L100000408841'}},600
219,Aksa Akrilik,Hard Coal,Steam Turbine,PP,TR,100.0,,,0.0,0.0,0.0,2013.0,2013.0,2058.0,40.68927,29.40495,{nan},{'GCPT': {'G100000100097'}},227
220,Albayrak Varaka Paper,Hard Coal,Steam Turbine,PP,TR,40.0,,,0.0,0.0,0.0,2019.0,2019.0,2064.0,39.559474,27.969536,{nan},{'GCPT': {'G100000114708'}},779
221,Can Mart,Lignite,Steam Turbine,PP,TR,650.0,,,0.0,0.0,0.0,2003.0,2003.0,2048.0,40.026944,26.968082666666664,"{nan, nan, nan}","{'GCPT': {'G100000101183', 'G100000101181', 'G100000101182'}}",654
222,Coban Yildiz,Lignite,Steam Turbine,PP,TR,37.0,,,0.0,0.0,0.0,2013.0,2013.0,2058.0,37.557261,32.847995,{nan},{'GCPT': {'G100000114371'}},106
223,Emba Hunutlu,Hard Coal,Steam Turbine,PP,TR,1320.0,,,0.0,0.0,0.0,2022.0,2022.0,2067.0,36.81609,35.85481,"{nan, nan}","{'GCPT': {'G100000102624', 'G100000102625'}}",1695
224,Eti Maden Bandirma,Lignite,Steam Turbine,PP,TR,46.7,,,0.0,0.0,0.0,2014.0,2014.0,2059.0,40.328921,27.990415,{nan},{'GCPT': {'G100000114712'}},1037
225,Gebze Colakoglu,Hard Coal,Steam Turbine,PP,TR,190.0,,,0.0,0.0,0.0,2003.0,2003.0,2048.0,40.77758,29.538564,{nan},{'GCPT': {'G100000102972'}},133
226,Kipas Mmp,Lignite,Steam Turbine,PP,TR,55.0,,,0.0,0.0,0.0,2022.0,2022.0,2067.0,37.767197,27.445695,{nan},{'GCPT': {'G100000114711'}},1114
227,Sirnak Silopi Ciner,Lignite,Steam Turbine,PP,TR,405.0,,,0.0,0.0,0.0,2009.0,2009.0,2054.0,37.310025,42.594696,"{nan, nan, nan}","{'GCPT': {'G100000109468', 'G100000109469', 'G100000109467'}}",113
228,Soma Kolin,Lignite,Steam Turbine,PP,TR,510.0,,,0.0,0.0,0.0,2019.0,2019.0,2064.0,39.316608,27.748899,"{nan, nan}","{'GCPT': {'G100000109494', 'G100000113111'}}",1483
229,Tufanbeyli,Lignite,Steam Turbine,PP,TR,450.0,,,0.0,0.0,0.0,2016.0,2016.0,2040.0,38.18562,36.26994,"{nan, nan, nan}","{'GCPT': {'G100000110353', 'G100000110354', 'G100000110352'}}",1620
230,Mis Geothermal,Geothermal,Steam Turbine,PP,TR,48.0,,,0.0,0.0,0.0,2019.0,2019.0,2034.0,38.3872,28.4099,{nan},{'GGTPT': {'G100000700182'}},703
231,Salihli Jes Geothermal,Geothermal,Steam Turbine,PP,TR,30.0,,,0.0,0.0,0.0,2019.0,2019.0,2034.0,38.4917,28.0887,{nan},{'GGTPT': {'G100000700248'}},1676
232,Turkerler Geothermal,Geothermal,Steam Turbine,PP,TR,120.0,,,0.0,0.0,0.0,2018.0,2018.0,2033.0,38.3749979203258,28.507140262618115,"{nan, nan, nan, nan}","{'GGTPT': {'G100000700460', 'G100000700304', 'G100000700459', 'G100000700305'}}",1493
233,Akkuyu,Nuclear,Steam Turbine,PP,TR,4800.0,,,0.0,0.0,0.0,2024.0,2024.0,2074.0,36.1447,33.5402,"{nan, nan, nan, nan}","{'GNPT': {'G100000500181', 'G100000500182', 'G100000500183', 'G100000500184'}}",1474
669,Akinci,Hydro,Run-Of-River,PP,TR,99.0,,,0.0,0.0,0.0,2018.0,2018.0,2118.0,40.4399,37.1148,{nan},{'GHPT': {'G603613'}},1530
670,Akinci Cildir,Hydro,Reservoir,PP,TR,87.0,,,0.0,0.0,0.0,2016.0,2016.0,2116.0,41.2235,43.1035,{nan},{'GHPT': {'G603612'}},1551
671,Akkoy,Hydro,Reservoir,PP,TR,208.0,,,0.0,0.0,0.0,2008.0,2008.0,2108.0,40.66875,39.1339,"{nan, nan}","{'GHPT': {'G603614', 'G603615'}}",900
672,Akkoy,Hydro,Reservoir,PP,TR,234.0,,,0.0,0.0,0.0,2012.0,2012.0,2112.0,40.7379,38.9909,{nan},{'GHPT': {'G603616'}},901
673,Akocak,Hydro,Run-Of-River,PP,TR,81.0,,,0.0,0.0,0.0,2010.0,2010.0,2110.0,40.6108,39.9141,{nan},{'GHPT': {'G603617'}},1362
674,Alkumru,Hydro,Reservoir,PP,TR,276.0,,,0.0,0.0,0.0,2011.0,2011.0,2111.0,37.9592,42.0928,{nan},{'GHPT': {'G603620'}},811
675,Alpaslan,Hydro,Reservoir,PP,TR,160.0,,,0.0,0.0,0.0,2012.0,2012.0,2112.0,39.0487,41.8179,{nan},{'GHPT': {'G603621'}},1042
676,Alpaslan,Hydro,Reservoir,PP,TR,280.0,,,0.0,0.0,0.0,2020.0,2020.0,2120.0,39.0348,41.5192,{nan},{'GHPT': {'G603622'}},1509
677,Arkun,Hydro,Reservoir,PP,TR,245.0,,,0.0,0.0,0.0,2014.0,2014.0,2114.0,40.7185,41.4158,{nan},{'GHPT': {'G603624'}},1539
678,Artvin,Hydro,Reservoir,PP,TR,332.0,,,0.0,0.0,0.0,2015.0,2015.0,2115.0,40.9356,41.7681,{nan},{'GHPT': {'G603625'}},1874
679,Asagi Kalekoy,Hydro,Reservoir,PP,TR,500.0,,,0.0,0.0,0.0,2020.0,2020.0,2120.0,38.8303,40.7066,{nan},{'GHPT': {'G603626'}},1415
680,Aslancik,Hydro,Run-Of-River,PP,TR,120.0,,,0.0,0.0,0.0,2014.0,2014.0,2114.0,40.9101,38.8468,{nan},{'GHPT': {'G603627'}},1242
681,Ayvali,Hydro,Reservoir,PP,TR,130.0,,,0.0,0.0,0.0,2005.0,2005.0,2105.0,37.5771,37.137,{nan},{'GHPT': {'G603630'}},1127
682,Bagistas,Hydro,Reservoir,PP,TR,140.0,,,0.0,0.0,0.0,2014.0,2014.0,2114.0,39.4531,38.4913,{nan},{'GHPT': {'G603631'}},1420
683,Beyhan,Hydro,Reservoir,PP,TR,582.0,,,0.0,0.0,0.0,2015.0,2015.0,2115.0,38.7458,40.2061,{nan},{'GHPT': {'G603635'}},1451
684,Camlica,Hydro,Run-Of-River,PP,TR,84.0,,,0.0,0.0,0.0,1998.0,1998.0,2098.0,37.9211,35.4938,{nan},{'GHPT': {'G603640'}},1794
685,Cetin Main,Hydro,Reservoir,PP,TR,420.0,,,0.0,0.0,0.0,2020.0,2020.0,2120.0,37.9744,42.377,{nan},{'GHPT': {'G603643'}},1898
686,Cevizlik,Hydro,Run-Of-River,PP,TR,91.0,,,0.0,0.0,0.0,2010.0,2010.0,2110.0,40.7993,40.5479,{nan},{'GHPT': {'G603644'}},1498
687,Dalaman Akkopru,Hydro,Reservoir,PP,TR,115.0,,,0.0,0.0,0.0,2012.0,2012.0,2112.0,36.8983,28.8948,{nan},{'GHPT': {'G603647'}},1761
688,Darica,Hydro,Run-Of-River,PP,TR,110.0,,,0.0,0.0,0.0,2009.0,2009.0,2109.0,40.4622,37.7684,{nan},{'GHPT': {'G603648'}},1412
689,Ermenek,Hydro,Reservoir,PP,TR,302.0,,,0.0,0.0,0.0,2012.0,2012.0,2112.0,36.5681,32.968,{nan},{'GHPT': {'G603655'}},1832
690,Goktas,Hydro,Reservoir,PP,TR,122.0,,,0.0,0.0,0.0,2016.0,2016.0,2116.0,37.7256,35.4734,{nan},{'GHPT': {'G603659'}},1059
691,Goktas,Hydro,Reservoir,PP,TR,153.0,,,0.0,0.0,0.0,2015.0,2015.0,2115.0,37.6231,35.5779,{nan},{'GHPT': {'G603660'}},846
692,Gullubag,Hydro,Reservoir,PP,TR,96.0,,,0.0,0.0,0.0,2012.0,2012.0,2112.0,40.5218,41.0216,{nan},{'GHPT': {'G603661'}},1294
693,Hacininoglu,Hydro,unknown,PP,TR,142.0,,,0.0,0.0,0.0,2011.0,2011.0,2111.0,37.8297,36.9708,{nan},{'GHPT': {'G603662'}},1246
694,Kandil,Hydro,Reservoir,PP,TR,208.0,,,0.0,0.0,0.0,2013.0,2013.0,2113.0,37.9754,37.0225,{nan},{'GHPT': {'G603667'}},1419
695,Karakurt,Hydro,Reservoir,PP,TR,100.0,,,0.0,0.0,0.0,2020.0,2020.0,2120.0,40.144,42.6967,{nan},{'GHPT': {'G603669'}},1250
696,Karakuz,Hydro,Reservoir,PP,TR,76.0,,,0.0,0.0,0.0,2015.0,2015.0,2115.0,37.3627,35.124,{nan},{'GHPT': {'G603670'}},1949
697,Kargi Limak,Hydro,Run-Of-River,PP,TR,100.0,,,0.0,0.0,0.0,2017.0,2017.0,2117.0,39.9677,31.7389,{nan},{'GHPT': {'G603671'}},1929
698,Kargi Statkraft,Hydro,Reservoir,PP,TR,102.0,,,0.0,0.0,0.0,2015.0,2015.0,2115.0,41.1064,34.659,{nan},{'GHPT': {'G603672'}},1811
699,Kavsak Bendi,Hydro,Reservoir,PP,TR,191.0,,,0.0,0.0,0.0,2013.0,2013.0,2113.0,37.5628,35.5282,{nan},{'GHPT': {'G603674'}},1757
700,Kesikkopru,Hydro,Run-Of-River,PP,TR,76.0,,,0.0,0.0,0.0,1967.0,1967.0,2067.0,39.3968,33.4204,{nan},{'GHPT': {'G603677'}},544
701,Kigi,Hydro,Reservoir,PP,TR,138.0,,,0.0,0.0,0.0,2017.0,2017.0,2117.0,39.3683,40.3519,{nan},{'GHPT': {'G603678'}},107
702,Kokluce,Hydro,Reservoir,PP,TR,90.0,,,0.0,0.0,0.0,1988.0,1988.0,2088.0,40.4942,36.9269,{nan},{'GHPT': {'G603680'}},1459
703,Kopru,Hydro,Reservoir,PP,TR,156.0,,,0.0,0.0,0.0,2013.0,2013.0,2113.0,37.6203,35.6116,{nan},{'GHPT': {'G603681'}},846
704,Koprubasi,Hydro,Reservoir,PP,TR,79.0,,,0.0,0.0,0.0,2012.0,2012.0,2112.0,40.9851,31.9098,{nan},{'GHPT': {'G603682'}},1587
705,Koroglu,Hydro,Reservoir,PP,TR,125.0,,,0.0,0.0,0.0,2018.0,2018.0,2118.0,41.1677,42.9573,{nan},{'GHPT': {'G603683'}},1490
706,Kozbuku,Hydro,Reservoir,PP,TR,81.0,,,0.0,0.0,0.0,2015.0,2015.0,2115.0,40.7954,37.868,{nan},{'GHPT': {'G603684'}},1847
707,Krallizi,Hydro,Reservoir,PP,TR,95.0,,,0.0,0.0,0.0,1998.0,1998.0,2098.0,38.3484,40.022,{nan},{'GHPT': {'G603685'}},1727
708,Menge,Hydro,Reservoir,PP,TR,89.0,,,0.0,0.0,0.0,2011.0,2011.0,2111.0,37.7044,35.7223,{nan},{'GHPT': {'G603688'}},1491
709,Pembelik,Hydro,Reservoir,PP,TR,130.0,,,0.0,0.0,0.0,2015.0,2015.0,2115.0,39.0835,39.8965,{nan},{'GHPT': {'G603695'}},1467
710,Sanibey,Hydro,Reservoir,PP,TR,310.0,,,0.0,0.0,0.0,2007.0,2007.0,2107.0,37.4016,35.4437,{nan},{'GHPT': {'G603698'}},851
711,Sariguzel,Hydro,Reservoir,PP,TR,100.0,,,0.0,0.0,0.0,2013.0,2013.0,2113.0,37.9336,36.9705,{nan},{'GHPT': {'G603700'}},1245
712,Silvan,Hydro,Reservoir,PP,TR,160.0,,,0.0,0.0,0.0,2026.0,2026.0,2126.0,38.2934,41.0218,{nan},{'GHPT': {'G603701'}},547
713,Tatar Elazig,Hydro,Reservoir,PP,TR,128.0,,,0.0,0.0,0.0,2013.0,2013.0,2113.0,38.8625,39.8142,{nan},{'GHPT': {'G603703'}},1429
714,Uluabat,Hydro,Reservoir,PP,TR,100.0,,,0.0,0.0,0.0,2010.0,2010.0,2110.0,40.1533,28.7238,{nan},{'GHPT': {'G603705'}},1032
715,Uzuncayir,Hydro,Reservoir,PP,TR,84.0,,,0.0,0.0,0.0,2009.0,2009.0,2109.0,38.9829,39.5309,{nan},{'GHPT': {'G603706'}},1733
716,Yamula,Hydro,Reservoir,PP,TR,104.0,,,0.0,0.0,0.0,2005.0,2005.0,2105.0,38.9022,35.2708,{nan},{'GHPT': {'G603707'}},529
717,Yukari Kalekoy,Hydro,Reservoir,PP,TR,627.0,,,0.0,0.0,0.0,2018.0,2018.0,2118.0,38.8229,41.0283,{nan},{'GHPT': {'G603708'}},1454
718,Yusifeli,Hydro,Reservoir,PP,TR,540.0,,,0.0,0.0,0.0,2023.0,2023.0,2123.0,40.8195,41.659,{nan},{'GHPT': {'G604976'}},1457
