Line,0
10,93
1003,17
1008,56
1010,56
1014,98
1018,48
102,87
1029,48
1038,53
1044,6
1048,65
105,9
1050,15
1051,15
1055,15
1060,0
1061,4
1065,4
1066,4
1070,36
1075,98
1079,56
1082,35
1087,36
1089,33
109,47
1096,25
110,47
1102,40
1103,40
1105,40
1106,91
1111,50
1112,50
1113,65
1115,82
1118,46
1119,47
1126,37
1131,72
1137,78
1138,78
1139,75
1141,75
1144,92
1146,92
1152,25
1157,47
1163,22
1165,22
1166,96
1169,83
1170,86
1178,47
118,74
1187,12
1201,13
1202,12
1203,12
1208,70
1219,75
1220,75
1228,77
1259,41
1265,27
1266,84
1268,3
1299,68
13,45
1300,7
1303,60
1304,60
1305,77
1309,59
1317,16
1335,13
1336,9
1341,13
1348,34
1349,33
1353,43
1354,97
1355,43
1362,62
1363,3
1372,83
1378,96
1381,42
1387,36
139,89
1396,29
14,67
1402,67
141,89
1410,24
1412,24
1413,73
1415,72
1417,24
1421,16
1427,91
1429,8
1433,58
1437,58
1443,50
1449,24
1450,23
1465,77
1467,77
1468,76
1471,21
1476,55
1477,28
1478,98
1488,53
1489,14
1490,58
1502,90
1506,38
151,3
1511,91
152,71
1523,63
1525,63
1528,45
1532,94
1537,93
1539,94
1552,94
16,67
165,43
173,21
181,96
182,61
186,15
199,48
200,96
202,53
203,54
204,15
206,54
207,15
211,72
213,74
217,74
222,21
226,67
234,30
239,22
25,52
255,85
256,85
261,67
262,86
264,86
265,86
273,52
274,72
279,42
28,74
288,18
290,18
296,54
299,84
301,81
305,92
310,72
315,13
321,23
326,25
327,66
330,31
334,80
336,36
338,87
34,45
342,93
349,32
351,29
358,64
361,69
363,94
369,16
373,5
383,61
39,15
390,58
398,27
40,54
400,27
401,27
403,29
405,11
411,59
427,88
434,72
438,39
440,91
451,16
453,4
457,93
46,13
462,46
464,4
467,76
470,7
471,11
48,13
484,16
488,56
489,64
491,13
496,41
501,58
504,60
507,82
512,33
521,58
522,74
523,66
526,41
53,53
534,97
543,4
546,92
549,3
555,19
556,18
557,18
558,19
559,38
562,60
563,60
572,98
58,53
582,23
584,23
585,41
596,63
597,19
607,87
611,80
613,26
615,41
618,41
630,11
637,18
641,18
658,61
659,59
66,51
660,61
665,75
668,57
669,12
671,89
672,94
684,78
685,39
687,39
688,87
689,55
693,15
695,16
698,42
699,44
707,97
714,16
718,8
734,79
736,74
740,59
742,88
749,11
751,16
755,3
764,66
769,80
770,35
782,15
795,29
798,54
806,54
808,54
816,27
821,63
827,0
829,75
832,55
836,75
837,75
839,77
84,49
840,77
850,18
854,10
856,74
884,1
888,76
897,58
90,59
900,39
904,79
921,91
922,27
929,3
93,59
934,7
942,2
945,65
952,95
960,50
961,13
966,14
968,19
977,98
989,4
992,41
996,18
997,18
998,20
