Bus,busmap
1404,TR0 29
1407,TR0 13
1408,TR0 67
141,TR0 67
1411,TR0 67
1413,TR0 17
1415,TR0 31
1417,TR0 73
1419,TR0 33
1421,TR0 50
1422,TR0 91
1425,TR0 29
1427,TR0 40
1428,TR0 40
1429,TR0 41
143,TR0 29
1430,TR0 91
1431,TR0 29
1433,TR0 54
1435,TR0 80
1437,TR0 9
1439,TR0 48
1445,TR0 37
145,TR0 6
1452,TR0 41
1453,TR0 14
1455,TR0 31
1458,TR0 9
1464,TR0 58
1466,TR0 70
1467,TR0 41
1468,TR0 50
147,TR0 85
1470,TR0 25
1473,TR0 67
1475,TR0 44
1477,TR0 27
148,TR0 6
1480,TR0 68
1482,TR0 81
1483,TR0 92
1485,TR0 86
1486,TR0 1
1488,TR0 39
1489,TR0 10
1491,TR0 28
1493,TR0 77
1497,TR0 36
15,TR0 32
1501,TR0 49
1503,TR0 31
1506,TR0 84
1511,TR0 42
1513,TR0 51
1514,TR0 78
1515,TR0 83
152,TR0 57
1522,TR0 35
1523,TR0 55
1525,TR0 67
1528,TR0 89
1529,TR0 55
1530,TR0 55
1531,TR0 55
1532,TR0 54
1533,TR0 83
1535,TR0 82
1539,TR0 9
1541,TR0 53
1542,TR0 54
1543,TR0 54
1545,TR0 70
1546,TR0 70
1549,TR0 12
155,TR0 23
1552,TR0 80
1554,TR0 10
1556,TR0 28
1558,TR0 97
1559,TR0 97
1561,TR0 45
1562,TR0 13
1564,TR0 93
1565,TR0 7
1566,TR0 5
1567,TR0 41
1568,TR0 91
1569,TR0 42
1570,TR0 42
1571,TR0 42
1572,TR0 96
1573,TR0 40
1575,TR0 90
1576,TR0 9
1583,TR0 3
1585,TR0 83
1588,TR0 24
159,TR0 8
160,TR0 34
1604,TR0 9
1609,TR0 81
1610,TR0 81
1613,TR0 89
1615,TR0 73
1617,TR0 30
1618,TR0 73
1620,TR0 33
1621,TR0 13
1622,TR0 30
1625,TR0 71
1627,TR0 54
1628,TR0 79
1629,TR0 16
163,TR0 98
1630,TR0 3
1631,TR0 72
1637,TR0 4
1639,TR0 70
1640,TR0 68
1642,TR0 90
1645,TR0 17
1647,TR0 13
1648,TR0 13
1652,TR0 33
1654,TR0 50
1655,TR0 98
1656,TR0 98
1658,TR0 90
1659,TR0 5
166,TR0 63
1660,TR0 35
1663,TR0 98
1670,TR0 80
1679,TR0 76
168,TR0 54
1680,TR0 58
1681,TR0 81
1682,TR0 3
1683,TR0 47
1688,TR0 52
169,TR0 57
1690,TR0 16
1691,TR0 16
1692,TR0 24
1694,TR0 21
1695,TR0 68
1696,TR0 30
1698,TR0 84
1699,TR0 37
17,TR0 97
1700,TR0 29
1701,TR0 49
1702,TR0 7
1703,TR0 66
1704,TR0 96
1706,TR0 6
1708,TR0 58
1711,TR0 41
1712,TR0 13
1713,TR0 36
1714,TR0 97
1715,TR0 77
1716,TR0 83
1718,TR0 17
1720,TR0 47
1722,TR0 33
1724,TR0 59
1725,TR0 47
1727,TR0 70
173,TR0 84
1730,TR0 38
1731,TR0 34
1732,TR0 34
1735,TR0 5
1736,TR0 80
1739,TR0 77
1740,TR0 52
1742,TR0 68
1743,TR0 11
1745,TR0 80
1748,TR0 11
1749,TR0 66
175,TR0 48
1750,TR0 49
1755,TR0 42
1756,TR0 9
1764,TR0 68
1767,TR0 61
1770,TR0 56
1773,TR0 86
1774,TR0 68
1777,TR0 58
1785,TR0 56
179,TR0 37
1790,TR0 53
1792,TR0 2
1793,TR0 47
1796,TR0 2
1797,TR0 3
18,TR0 64
1800,TR0 22
1803,TR0 39
1806,TR0 84
1809,TR0 47
1810,TR0 77
1811,TR0 22
1812,TR0 39
1815,TR0 14
1817,TR0 73
182,TR0 8
1820,TR0 22
1821,TR0 50
1822,TR0 82
1823,TR0 64
1826,TR0 69
1827,TR0 60
1829,TR0 24
1831,TR0 67
1832,TR0 44
1834,TR0 60
1843,TR0 74
1844,TR0 56
1846,TR0 81
1847,TR0 14
1848,TR0 58
1849,TR0 81
185,TR0 19
1859,TR0 19
1869,TR0 66
187,TR0 61
1871,TR0 14
1875,TR0 55
1876,TR0 53
1878,TR0 10
1881,TR0 27
1882,TR0 32
1890,TR0 36
1891,TR0 0
190,TR0 57
1900,TR0 37
1901,TR0 55
1902,TR0 78
1906,TR0 67
1908,TR0 83
1916,TR0 80
1917,TR0 84
193,TR0 23
1930,TR0 83
1931,TR0 3
194,TR0 57
1941,TR0 30
195,TR0 57
1950,TR0 34
1955,TR0 98
1958,TR0 29
196,TR0 57
1960,TR0 69
1961,TR0 48
198,TR0 92
2,TR0 21
20,TR0 7
201,TR0 29
202,TR0 34
203,TR0 67
204,TR0 58
206,TR0 48
209,TR0 27
21,TR0 20
210,TR0 27
211,TR0 38
212,TR0 29
213,TR0 29
214,TR0 12
215,TR0 30
218,TR0 57
221,TR0 38
226,TR0 54
227,TR0 98
231,TR0 20
232,TR0 84
234,TR0 54
235,TR0 32
239,TR0 64
240,TR0 54
242,TR0 57
244,TR0 19
246,TR0 46
249,TR0 12
25,TR0 81
250,TR0 23
253,TR0 19
255,TR0 98
256,TR0 21
258,TR0 21
259,TR0 21
26,TR0 54
260,TR0 21
261,TR0 65
263,TR0 17
265,TR0 79
266,TR0 21
269,TR0 23
27,TR0 98
271,TR0 38
274,TR0 72
276,TR0 33
277,TR0 63
278,TR0 8
280,TR0 82
282,TR0 33
283,TR0 59
284,TR0 17
286,TR0 72
287,TR0 55
289,TR0 30
292,TR0 11
294,TR0 73
296,TR0 70
297,TR0 7
298,TR0 70
30,TR0 23
300,TR0 88
302,TR0 19
303,TR0 27
304,TR0 27
305,TR0 65
306,TR0 65
31,TR0 0
310,TR0 74
311,TR0 17
312,TR0 74
313,TR0 45
315,TR0 13
316,TR0 74
318,TR0 68
320,TR0 68
323,TR0 68
325,TR0 24
327,TR0 24
329,TR0 30
331,TR0 30
332,TR0 30
334,TR0 73
336,TR0 30
337,TR0 17
338,TR0 17
34,TR0 80
340,TR0 11
342,TR0 11
343,TR0 54
344,TR0 78
345,TR0 55
347,TR0 12
348,TR0 27
35,TR0 10
350,TR0 34
351,TR0 27
353,TR0 27
354,TR0 27
355,TR0 26
357,TR0 92
358,TR0 74
359,TR0 74
36,TR0 10
360,TR0 17
362,TR0 92
363,TR0 37
364,TR0 37
365,TR0 66
366,TR0 88
367,TR0 75
368,TR0 54
369,TR0 29
370,TR0 29
371,TR0 93
373,TR0 93
375,TR0 13
376,TR0 93
377,TR0 93
379,TR0 68
380,TR0 97
381,TR0 68
383,TR0 97
384,TR0 97
386,TR0 97
389,TR0 59
39,TR0 48
390,TR0 35
391,TR0 24
392,TR0 55
393,TR0 55
395,TR0 47
396,TR0 96
397,TR0 47
398,TR0 32
400,TR0 32
401,TR0 24
402,TR0 76
403,TR0 24
404,TR0 24
405,TR0 24
406,TR0 24
407,TR0 24
408,TR0 24
409,TR0 24
41,TR0 67
410,TR0 49
411,TR0 49
412,TR0 20
413,TR0 40
414,TR0 40
415,TR0 40
416,TR0 66
418,TR0 66
419,TR0 66
420,TR0 66
421,TR0 66
422,TR0 40
423,TR0 69
425,TR0 96
426,TR0 86
428,TR0 86
429,TR0 86
430,TR0 81
432,TR0 21
433,TR0 17
435,TR0 21
438,TR0 19
44,TR0 29
440,TR0 23
442,TR0 15
444,TR0 15
445,TR0 15
446,TR0 6
448,TR0 0
450,TR0 0
452,TR0 94
453,TR0 80
454,TR0 34
455,TR0 80
456,TR0 80
457,TR0 80
458,TR0 80
459,TR0 58
461,TR0 35
462,TR0 35
463,TR0 25
464,TR0 25
465,TR0 25
466,TR0 53
467,TR0 19
468,TR0 19
469,TR0 98
47,TR0 5
471,TR0 67
472,TR0 67
473,TR0 67
474,TR0 29
475,TR0 29
476,TR0 29
477,TR0 29
478,TR0 29
479,TR0 23
48,TR0 5
480,TR0 26
482,TR0 12
483,TR0 3
485,TR0 3
486,TR0 3
487,TR0 25
489,TR0 43
491,TR0 38
492,TR0 16
493,TR0 81
494,TR0 27
495,TR0 13
496,TR0 13
497,TR0 13
498,TR0 13
499,TR0 13
5,TR0 15
500,TR0 45
501,TR0 45
502,TR0 36
503,TR0 36
505,TR0 0
506,TR0 53
508,TR0 77
509,TR0 0
512,TR0 0
513,TR0 84
514,TR0 87
515,TR0 84
516,TR0 22
518,TR0 3
521,TR0 59
522,TR0 59
524,TR0 17
526,TR0 17
527,TR0 17
528,TR0 74
53,TR0 89
530,TR0 47
531,TR0 47
532,TR0 70
534,TR0 72
535,TR0 89
536,TR0 55
538,TR0 82
540,TR0 8
541,TR0 59
542,TR0 75
544,TR0 75
545,TR0 59
546,TR0 7
547,TR0 7
548,TR0 55
550,TR0 47
552,TR0 33
553,TR0 33
554,TR0 33
555,TR0 33
556,TR0 33
558,TR0 74
559,TR0 75
56,TR0 54
560,TR0 8
561,TR0 75
562,TR0 8
563,TR0 59
564,TR0 59
565,TR0 35
566,TR0 35
567,TR0 74
568,TR0 74
569,TR0 74
570,TR0 35
572,TR0 35
573,TR0 35
574,TR0 72
575,TR0 72
576,TR0 72
577,TR0 47
578,TR0 33
579,TR0 47
58,TR0 38
580,TR0 74
581,TR0 47
582,TR0 33
583,TR0 33
585,TR0 47
586,TR0 47
587,TR0 47
588,TR0 50
589,TR0 70
590,TR0 69
592,TR0 66
593,TR0 91
595,TR0 7
596,TR0 53
597,TR0 53
598,TR0 53
599,TR0 55
601,TR0 78
602,TR0 96
605,TR0 43
608,TR0 38
61,TR0 6
612,TR0 58
613,TR0 34
614,TR0 80
615,TR0 21
616,TR0 79
617,TR0 34
618,TR0 6
619,TR0 11
62,TR0 94
620,TR0 11
621,TR0 86
622,TR0 86
623,TR0 94
624,TR0 94
625,TR0 34
627,TR0 15
629,TR0 38
630,TR0 11
631,TR0 10
632,TR0 83
634,TR0 83
635,TR0 16
636,TR0 41
637,TR0 2
638,TR0 2
639,TR0 41
64,TR0 83
640,TR0 53
642,TR0 53
644,TR0 62
646,TR0 62
648,TR0 26
649,TR0 26
65,TR0 6
650,TR0 26
651,TR0 92
655,TR0 48
657,TR0 48
658,TR0 48
66,TR0 54
660,TR0 90
662,TR0 0
665,TR0 36
667,TR0 39
669,TR0 18
67,TR0 85
670,TR0 72
673,TR0 15
674,TR0 5
675,TR0 85
676,TR0 5
677,TR0 75
678,TR0 59
679,TR0 80
68,TR0 85
680,TR0 75
681,TR0 54
683,TR0 19
684,TR0 27
685,TR0 65
686,TR0 79
689,TR0 94
690,TR0 27
691,TR0 77
692,TR0 94
693,TR0 94
694,TR0 94
695,TR0 77
697,TR0 77
698,TR0 94
699,TR0 94
7,TR0 23
702,TR0 0
703,TR0 77
705,TR0 95
707,TR0 82
709,TR0 52
71,TR0 51
710,TR0 74
711,TR0 74
712,TR0 15
714,TR0 15
715,TR0 15
716,TR0 32
717,TR0 32
718,TR0 13
72,TR0 27
720,TR0 60
721,TR0 4
722,TR0 4
724,TR0 4
725,TR0 46
726,TR0 46
727,TR0 97
729,TR0 97
730,TR0 32
731,TR0 68
733,TR0 0
734,TR0 92
736,TR0 11
737,TR0 11
738,TR0 34
739,TR0 11
740,TR0 34
741,TR0 80
742,TR0 80
743,TR0 64
744,TR0 10
745,TR0 10
747,TR0 3
748,TR0 65
749,TR0 79
75,TR0 84
750,TR0 47
751,TR0 1
752,TR0 57
753,TR0 12
754,TR0 27
755,TR0 27
756,TR0 11
757,TR0 11
758,TR0 11
759,TR0 57
760,TR0 48
761,TR0 48
762,TR0 48
765,TR0 26
766,TR0 26
767,TR0 26
768,TR0 63
769,TR0 63
770,TR0 26
771,TR0 48
772,TR0 92
773,TR0 48
774,TR0 92
775,TR0 92
776,TR0 48
778,TR0 48
779,TR0 92
78,TR0 29
780,TR0 17
781,TR0 59
782,TR0 8
783,TR0 21
784,TR0 21
785,TR0 21
786,TR0 21
787,TR0 81
789,TR0 10
790,TR0 47
792,TR0 49
793,TR0 76
794,TR0 76
795,TR0 49
796,TR0 76
797,TR0 49
798,TR0 76
799,TR0 24
8,TR0 54
801,TR0 2
802,TR0 76
803,TR0 76
805,TR0 76
806,TR0 76
808,TR0 49
809,TR0 20
81,TR0 0
810,TR0 69
812,TR0 31
815,TR0 7
816,TR0 70
817,TR0 31
818,TR0 14
819,TR0 2
82,TR0 0
821,TR0 2
823,TR0 41
824,TR0 48
827,TR0 37
828,TR0 37
829,TR0 0
83,TR0 15
831,TR0 37
833,TR0 91
834,TR0 42
835,TR0 42
837,TR0 37
839,TR0 0
84,TR0 64
840,TR0 86
841,TR0 86
845,TR0 84
846,TR0 28
848,TR0 28
850,TR0 97
851,TR0 28
852,TR0 97
853,TR0 16
855,TR0 16
857,TR0 81
859,TR0 16
86,TR0 23
861,TR0 16
862,TR0 16
865,TR0 58
867,TR0 58
868,TR0 58
869,TR0 58
871,TR0 58
877,TR0 14
878,TR0 82
88,TR0 6
881,TR0 89
882,TR0 78
884,TR0 89
885,TR0 89
886,TR0 22
887,TR0 56
888,TR0 89
889,TR0 55
89,TR0 29
890,TR0 55
893,TR0 55
894,TR0 55
895,TR0 55
896,TR0 14
9,TR0 92
900,TR0 43
901,TR0 43
903,TR0 14
91,TR0 75
910,TR0 11
911,TR0 90
912,TR0 90
913,TR0 11
914,TR0 11
915,TR0 90
916,TR0 73
920,TR0 0
921,TR0 68
923,TR0 33
924,TR0 79
927,TR0 82
928,TR0 61
929,TR0 61
93,TR0 10
930,TR0 61
931,TR0 61
932,TR0 61
933,TR0 61
934,TR0 61
935,TR0 61
937,TR0 52
938,TR0 22
939,TR0 22
940,TR0 22
941,TR0 56
942,TR0 56
943,TR0 56
945,TR0 56
947,TR0 3
948,TR0 78
949,TR0 78
950,TR0 87
951,TR0 26
952,TR0 87
953,TR0 96
955,TR0 12
956,TR0 84
957,TR0 84
958,TR0 12
960,TR0 12
961,TR0 12
962,TR0 12
963,TR0 12
966,TR0 52
968,TR0 66
97,TR0 3
971,TR0 86
973,TR0 4
974,TR0 4
975,TR0 46
977,TR0 46
979,TR0 46
98,TR0 53
983,TR0 71
984,TR0 15
985,TR0 58
986,TR0 11
989,TR0 94
99,TR0 12
990,TR0 94
991,TR0 73
992,TR0 48
996,TR0 83
997,TR0 3
999,TR0 84
94,TR1 0
