Bus,busmap
1266,TR0 3
1267,TR0 3
1268,TR0 3
1269,TR0 4
1270,TR0 4
1271,TR0 0
1272,TR0 2
1273,TR0 1
1274,TR0 1
1275,TR0 1
1276,TR0 2
1277,TR0 3
1278,TR0 4
1279,TR0 2
1281,TR0 0
1282,TR0 0
1284,TR0 2
1285,TR0 2
1287,TR0 2
1288,TR0 2
1289,TR0 2
1290,TR0 4
1291,TR0 3
1292,TR0 4
1295,TR0 4
1296,TR0 4
1299,TR0 4
1301,TR0 0
1302,TR0 0
1303,TR0 2
1304,TR0 2
1305,TR0 2
1306,TR0 2
1307,TR0 2
1308,TR0 2
1309,TR0 1
1310,TR0 2
1312,TR0 4
1314,TR0 1
1315,TR0 1
1317,TR0 1
1318,TR0 2
1319,TR0 3
132,TR0 2
1322,TR0 0
1323,TR0 2
1324,TR0 0
1326,TR0 3
1328,TR0 3
1330,TR0 1
1332,TR0 3
1334,TR0 1
1336,TR0 2
1337,TR0 4
1338,TR0 3
1339,TR0 0
134,TR0 1
1340,TR0 1
1341,TR0 0
1344,TR0 0
1345,TR0 1
1346,TR0 2
1347,TR0 0
1348,TR0 0
1349,TR0 2
1351,TR0 3
1353,TR0 2
1354,TR0 2
1355,TR0 1
1357,TR0 1
1358,TR0 1
1359,TR0 4
1364,TR0 3
1365,TR0 0
1369,TR0 0
137,TR0 1
1373,TR0 2
1374,TR0 2
1375,TR0 4
1379,TR0 1
138,TR0 1
1380,TR0 1
1383,TR0 2
1384,TR0 4
1385,TR0 4
1389,TR0 4
1392,TR0 3
1394,TR0 2
1396,TR0 2
1398,TR0 2
1399,TR0 2
1400,TR0 2
1402,TR0 1
1403,TR0 3
1404,TR0 1
1407,TR0 3
1408,TR0 1
141,TR0 1
1411,TR0 1
1413,TR0 3
1415,TR0 4
1417,TR0 1
1419,TR0 3
1421,TR0 4
1422,TR0 4
1425,TR0 1
1427,TR0 4
1428,TR0 4
1429,TR0 4
143,TR0 1
1430,TR0 4
1431,TR0 1
1433,TR0 2
1435,TR0 2
1437,TR0 4
1439,TR0 1
1445,TR0 1
145,TR0 1
1452,TR0 4
1453,TR0 0
1455,TR0 4
1458,TR0 4
1464,TR0 2
1466,TR0 4
1467,TR0 4
1468,TR0 4
147,TR0 2
1470,TR0 4
1473,TR0 1
1475,TR0 2
1477,TR0 1
148,TR0 1
1480,TR0 3
1482,TR0 2
1483,TR0 1
1485,TR0 3
1486,TR0 0
1488,TR0 4
1489,TR0 2
1491,TR0 3
1493,TR0 1
1497,TR0 4
15,TR0 3
1501,TR0 4
1503,TR0 4
1506,TR0 1
1511,TR0 4
1513,TR0 1
1514,TR0 0
1515,TR0 2
152,TR0 1
1522,TR0 0
1523,TR0 0
1525,TR0 1
1528,TR0 0
1529,TR0 0
1530,TR0 0
1531,TR0 0
1532,TR0 2
1533,TR0 2
1535,TR0 2
1539,TR0 4
1541,TR0 4
1542,TR0 2
1543,TR0 2
1545,TR0 4
1546,TR0 4
1549,TR0 1
155,TR0 1
1552,TR0 2
1554,TR0 2
1556,TR0 3
1558,TR0 3
1559,TR0 3
1561,TR0 3
1562,TR0 3
1564,TR0 3
1565,TR0 4
1566,TR0 2
1567,TR0 4
1568,TR0 4
1569,TR0 4
1570,TR0 4
1571,TR0 4
1572,TR0 0
1573,TR0 4
1575,TR0 1
1576,TR0 4
1583,TR0 1
1585,TR0 2
1588,TR0 3
159,TR0 2
160,TR0 1
1604,TR0 4
1609,TR0 2
1610,TR0 2
1613,TR0 0
1615,TR0 1
1617,TR0 1
1618,TR0 1
1620,TR0 3
1621,TR0 3
1622,TR0 1
1625,TR0 2
1627,TR0 2
1628,TR0 2
1629,TR0 2
163,TR0 1
1630,TR0 1
1631,TR0 0
1637,TR0 3
1639,TR0 4
1640,TR0 3
1642,TR0 1
1645,TR0 3
1647,TR0 3
1648,TR0 3
1652,TR0 3
1654,TR0 4
1655,TR0 1
1656,TR0 1
1658,TR0 1
1659,TR0 2
166,TR0 0
1660,TR0 0
1663,TR0 1
1670,TR0 2
1679,TR0 4
168,TR0 2
1680,TR0 2
1681,TR0 2
1682,TR0 1
1683,TR0 3
1688,TR0 2
169,TR0 1
1690,TR0 2
1691,TR0 2
1692,TR0 3
1694,TR0 2
1695,TR0 3
1696,TR0 1
1698,TR0 1
1699,TR0 1
17,TR0 3
1700,TR0 1
1701,TR0 4
1702,TR0 4
1703,TR0 4
1704,TR0 0
1706,TR0 1
1708,TR0 2
1711,TR0 4
1712,TR0 3
1713,TR0 4
1714,TR0 3
1715,TR0 1
1716,TR0 2
1718,TR0 3
1720,TR0 3
1722,TR0 3
1724,TR0 2
1725,TR0 3
1727,TR0 4
173,TR0 1
1730,TR0 2
1731,TR0 2
1732,TR0 1
1735,TR0 2
1736,TR0 2
1739,TR0 1
1740,TR0 2
1742,TR0 3
1743,TR0 1
1745,TR0 2
1748,TR0 1
1749,TR0 4
175,TR0 1
1750,TR0 4
1755,TR0 4
1756,TR0 4
1764,TR0 3
1767,TR0 0
1770,TR0 0
1773,TR0 3
1774,TR0 3
1777,TR0 2
1785,TR0 0
179,TR0 1
1790,TR0 4
1792,TR0 4
1793,TR0 3
1796,TR0 4
1797,TR0 1
18,TR0 2
1800,TR0 0
1803,TR0 4
1806,TR0 1
1809,TR0 3
1810,TR0 1
1811,TR0 0
1812,TR0 4
1815,TR0 0
1817,TR0 1
182,TR0 2
1820,TR0 0
1821,TR0 3
1822,TR0 2
1823,TR0 2
1826,TR0 4
1827,TR0 4
1829,TR0 3
1831,TR0 1
1832,TR0 2
1834,TR0 4
1843,TR0 3
1844,TR0 0
1846,TR0 2
1847,TR0 0
1848,TR0 2
1849,TR0 2
185,TR0 1
1859,TR0 1
1869,TR0 4
187,TR0 0
1871,TR0 0
1875,TR0 0
1876,TR0 4
1878,TR0 2
1881,TR0 1
1882,TR0 3
1890,TR0 4
1891,TR0 1
190,TR0 1
1900,TR0 1
1901,TR0 0
1902,TR0 0
1906,TR0 1
1908,TR0 2
1916,TR0 2
1917,TR0 1
193,TR0 1
1930,TR0 2
1931,TR0 1
194,TR0 1
1941,TR0 1
195,TR0 1
1950,TR0 2
1955,TR0 1
1958,TR0 1
196,TR0 1
1960,TR0 4
1961,TR0 1
198,TR0 1
2,TR0 2
20,TR0 4
201,TR0 1
202,TR0 2
203,TR0 1
204,TR0 2
206,TR0 1
209,TR0 1
21,TR0 4
210,TR0 1
211,TR0 2
212,TR0 1
213,TR0 1
214,TR0 1
215,TR0 1
218,TR0 1
221,TR0 2
226,TR0 2
227,TR0 1
231,TR0 4
232,TR0 1
234,TR0 2
235,TR0 3
239,TR0 2
240,TR0 2
242,TR0 1
244,TR0 1
246,TR0 3
249,TR0 1
25,TR0 2
250,TR0 1
253,TR0 1
255,TR0 1
256,TR0 2
258,TR0 2
259,TR0 2
26,TR0 2
260,TR0 2
261,TR0 2
263,TR0 3
265,TR0 2
266,TR0 2
269,TR0 1
27,TR0 1
271,TR0 2
274,TR0 0
276,TR0 3
277,TR0 0
278,TR0 2
280,TR0 0
282,TR0 3
283,TR0 2
284,TR0 3
286,TR0 0
287,TR0 0
289,TR0 1
292,TR0 1
294,TR0 1
296,TR0 4
297,TR0 4
298,TR0 4
30,TR0 1
300,TR0 4
302,TR0 1
303,TR0 2
304,TR0 1
305,TR0 2
306,TR0 2
31,TR0 1
310,TR0 3
311,TR0 3
312,TR0 3
313,TR0 3
315,TR0 3
316,TR0 3
318,TR0 3
320,TR0 3
323,TR0 3
325,TR0 3
327,TR0 3
329,TR0 1
331,TR0 1
332,TR0 1
334,TR0 1
336,TR0 1
337,TR0 3
338,TR0 3
34,TR0 2
340,TR0 1
342,TR0 2
343,TR0 2
344,TR0 0
345,TR0 0
347,TR0 1
348,TR0 1
35,TR0 2
350,TR0 2
351,TR0 1
353,TR0 1
354,TR0 1
355,TR0 1
357,TR0 1
358,TR0 3
359,TR0 3
36,TR0 2
360,TR0 3
362,TR0 1
363,TR0 1
364,TR0 1
365,TR0 4
366,TR0 4
367,TR0 2
368,TR0 2
369,TR0 1
370,TR0 1
371,TR0 3
373,TR0 3
375,TR0 3
376,TR0 3
377,TR0 3
379,TR0 3
380,TR0 3
381,TR0 3
383,TR0 3
384,TR0 3
386,TR0 3
389,TR0 2
39,TR0 1
390,TR0 0
391,TR0 3
392,TR0 0
393,TR0 0
395,TR0 3
396,TR0 0
397,TR0 3
398,TR0 3
400,TR0 3
401,TR0 3
402,TR0 4
403,TR0 3
404,TR0 3
405,TR0 3
406,TR0 3
407,TR0 3
408,TR0 3
409,TR0 3
41,TR0 1
410,TR0 4
411,TR0 4
412,TR0 4
413,TR0 4
414,TR0 4
415,TR0 4
416,TR0 4
418,TR0 4
419,TR0 4
420,TR0 4
421,TR0 4
422,TR0 4
423,TR0 4
425,TR0 0
426,TR0 3
428,TR0 3
429,TR0 3
430,TR0 2
432,TR0 2
433,TR0 3
435,TR0 2
438,TR0 1
44,TR0 1
440,TR0 1
442,TR0 2
444,TR0 2
445,TR0 2
446,TR0 1
448,TR0 1
450,TR0 1
452,TR0 1
453,TR0 2
454,TR0 2
455,TR0 2
456,TR0 2
457,TR0 2
458,TR0 2
459,TR0 2
461,TR0 0
462,TR0 0
463,TR0 4
464,TR0 4
465,TR0 4
466,TR0 4
467,TR0 1
468,TR0 1
469,TR0 1
47,TR0 2
471,TR0 1
472,TR0 1
473,TR0 1
474,TR0 1
475,TR0 1
476,TR0 1
477,TR0 1
478,TR0 1
479,TR0 1
48,TR0 2
480,TR0 1
482,TR0 1
483,TR0 1
485,TR0 1
486,TR0 1
487,TR0 4
489,TR0 4
491,TR0 2
492,TR0 2
493,TR0 2
494,TR0 2
495,TR0 3
496,TR0 3
497,TR0 3
498,TR0 3
499,TR0 3
5,TR0 2
500,TR0 3
501,TR0 3
502,TR0 4
503,TR0 4
505,TR0 1
506,TR0 4
508,TR0 1
509,TR0 1
512,TR0 1
513,TR0 1
514,TR0 1
515,TR0 1
516,TR0 0
518,TR0 1
521,TR0 2
522,TR0 2
524,TR0 3
526,TR0 3
527,TR0 3
528,TR0 3
53,TR0 0
530,TR0 3
531,TR0 3
532,TR0 4
534,TR0 0
535,TR0 0
536,TR0 0
538,TR0 2
540,TR0 2
541,TR0 2
542,TR0 2
544,TR0 2
545,TR0 2
546,TR0 4
547,TR0 4
548,TR0 0
550,TR0 3
552,TR0 3
553,TR0 3
554,TR0 3
555,TR0 3
556,TR0 3
558,TR0 3
559,TR0 2
56,TR0 2
560,TR0 2
561,TR0 2
562,TR0 2
563,TR0 2
564,TR0 2
565,TR0 0
566,TR0 0
567,TR0 0
568,TR0 0
569,TR0 0
570,TR0 0
572,TR0 0
573,TR0 0
574,TR0 0
575,TR0 0
576,TR0 0
577,TR0 3
578,TR0 3
579,TR0 3
58,TR0 2
580,TR0 3
581,TR0 3
582,TR0 3
583,TR0 3
585,TR0 3
586,TR0 3
587,TR0 3
588,TR0 4
589,TR0 4
590,TR0 4
592,TR0 4
593,TR0 4
595,TR0 4
596,TR0 4
597,TR0 4
598,TR0 4
599,TR0 0
601,TR0 0
602,TR0 0
605,TR0 0
608,TR0 2
61,TR0 1
612,TR0 2
613,TR0 1
614,TR0 2
615,TR0 2
616,TR0 2
617,TR0 2
618,TR0 1
619,TR0 1
62,TR0 1
620,TR0 1
621,TR0 3
622,TR0 3
623,TR0 1
624,TR0 1
625,TR0 2
627,TR0 2
629,TR0 2
630,TR0 2
631,TR0 2
632,TR0 2
634,TR0 2
635,TR0 2
636,TR0 4
637,TR0 4
638,TR0 4
639,TR0 4
64,TR0 2
640,TR0 4
642,TR0 4
644,TR0 4
646,TR0 4
648,TR0 1
649,TR0 1
65,TR0 1
650,TR0 1
651,TR0 1
655,TR0 1
657,TR0 1
658,TR0 1
66,TR0 2
660,TR0 1
662,TR0 1
665,TR0 4
667,TR0 4
669,TR0 4
67,TR0 2
670,TR0 0
673,TR0 2
674,TR0 2
675,TR0 2
676,TR0 2
677,TR0 2
678,TR0 2
679,TR0 2
68,TR0 2
680,TR0 2
681,TR0 2
683,TR0 1
684,TR0 2
685,TR0 2
686,TR0 2
689,TR0 1
690,TR0 2
691,TR0 1
692,TR0 1
693,TR0 1
694,TR0 1
695,TR0 1
697,TR0 1
698,TR0 1
699,TR0 1
7,TR0 1
702,TR0 1
703,TR0 1
705,TR0 1
707,TR0 2
709,TR0 2
71,TR0 1
710,TR0 0
711,TR0 3
712,TR0 2
714,TR0 2
715,TR0 2
716,TR0 3
717,TR0 3
718,TR0 3
72,TR0 1
720,TR0 4
721,TR0 3
722,TR0 3
724,TR0 3
725,TR0 3
726,TR0 3
727,TR0 3
729,TR0 3
730,TR0 3
731,TR0 3
733,TR0 1
734,TR0 1
736,TR0 1
737,TR0 1
738,TR0 2
739,TR0 1
740,TR0 2
741,TR0 2
742,TR0 2
743,TR0 2
744,TR0 2
745,TR0 2
747,TR0 1
748,TR0 2
749,TR0 2
75,TR0 1
750,TR0 0
751,TR0 0
752,TR0 1
753,TR0 1
754,TR0 1
755,TR0 1
756,TR0 2
757,TR0 2
758,TR0 1
759,TR0 1
760,TR0 1
761,TR0 1
762,TR0 1
765,TR0 1
766,TR0 1
767,TR0 1
768,TR0 0
769,TR0 0
770,TR0 1
771,TR0 1
772,TR0 1
773,TR0 1
774,TR0 1
775,TR0 1
776,TR0 1
778,TR0 1
779,TR0 1
78,TR0 1
780,TR0 3
781,TR0 2
782,TR0 2
783,TR0 2
784,TR0 2
785,TR0 2
786,TR0 2
787,TR0 2
789,TR0 2
790,TR0 3
792,TR0 4
793,TR0 3
794,TR0 3
795,TR0 4
796,TR0 4
797,TR0 4
798,TR0 3
799,TR0 3
8,TR0 2
801,TR0 4
802,TR0 3
803,TR0 4
805,TR0 3
806,TR0 4
808,TR0 4
809,TR0 4
81,TR0 1
810,TR0 4
812,TR0 4
815,TR0 4
816,TR0 4
817,TR0 4
818,TR0 0
819,TR0 4
82,TR0 1
821,TR0 4
823,TR0 4
824,TR0 1
827,TR0 1
828,TR0 1
829,TR0 1
83,TR0 2
831,TR0 1
833,TR0 4
834,TR0 4
835,TR0 4
837,TR0 1
839,TR0 1
84,TR0 2
840,TR0 3
841,TR0 3
845,TR0 1
846,TR0 3
848,TR0 3
850,TR0 3
851,TR0 3
852,TR0 3
853,TR0 2
855,TR0 2
857,TR0 2
859,TR0 2
86,TR0 1
861,TR0 2
862,TR0 2
865,TR0 2
867,TR0 2
868,TR0 2
869,TR0 2
871,TR0 2
877,TR0 0
878,TR0 2
88,TR0 1
881,TR0 0
882,TR0 0
884,TR0 0
885,TR0 0
886,TR0 0
887,TR0 0
888,TR0 0
889,TR0 0
89,TR0 1
890,TR0 0
893,TR0 0
894,TR0 0
895,TR0 0
896,TR0 0
9,TR0 1
900,TR0 4
901,TR0 4
903,TR0 0
91,TR0 2
910,TR0 1
911,TR0 1
912,TR0 1
913,TR0 1
914,TR0 1
915,TR0 1
916,TR0 1
920,TR0 1
921,TR0 3
923,TR0 3
924,TR0 2
927,TR0 0
928,TR0 0
929,TR0 0
93,TR0 2
930,TR0 0
931,TR0 0
932,TR0 0
933,TR0 0
934,TR0 0
935,TR0 0
937,TR0 2
938,TR0 0
939,TR0 0
940,TR0 0
941,TR0 0
942,TR0 0
943,TR0 0
945,TR0 0
947,TR0 1
948,TR0 0
949,TR0 0
950,TR0 1
951,TR0 1
952,TR0 1
953,TR0 4
955,TR0 1
956,TR0 1
957,TR0 1
958,TR0 1
960,TR0 1
961,TR0 1
962,TR0 1
963,TR0 1
966,TR0 2
968,TR0 4
97,TR0 1
971,TR0 3
973,TR0 3
974,TR0 3
975,TR0 3
977,TR0 3
979,TR0 3
98,TR0 4
983,TR0 2
984,TR0 2
985,TR0 2
986,TR0 1
989,TR0 1
99,TR0 1
990,TR0 1
991,TR0 1
992,TR0 1
996,TR0 2
997,TR0 1
999,TR0 1
94,TR1 0
