,id,Type,Region,tags.generator:method,power_output_MW,tags.generator:source,tags.generator:type,tags.power,tags.source,name,tags.alt_name,other_tags,geometry,Country
29086,4830367284,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (34.449194899999796 39.107483799999876),TR
29087,4830367285,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (34.4477705999998 39.10856929999988),TR
29088,4830367340,node,TR,wind_turbine,2.0,wind,NULL,generator,Bing,NULL,NULL,NULL,POINT (34.4351230999998 39.10893779999988),TR
29089,4830367341,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (34.4466090999998 39.10994419999988),TR
29090,4830367342,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (34.4448688999998 39.11089889999988),TR
29091,4830367343,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (34.443486099999795 39.11194959999988),TR
29092,4830367344,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (34.4422513999998 39.113233299999884),TR
29093,4830367345,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (34.4416276999998 39.11795209999988),TR
29094,4830367346,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (34.4414379999998 39.12041309999988),TR
29095,4830367347,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (34.440487999999796 39.12206059999988),TR
29096,4830367348,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (34.438219399999795 39.123526899999874),TR
29097,4830367349,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (34.43642249999979 39.12432489999988),TR
29157,4843195176,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (36.11356059999996 36.42229329999998),TR
29158,4843195194,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (36.11455689999997 36.42379589999998),TR
29159,4843195195,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (36.115159299999966 36.42543149999998),TR
29160,4843195196,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (36.11566949999997 36.42714909999998),TR
29161,4843195197,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (36.115995899999966 36.428837),TR
29162,4843195198,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (36.116228 36.43056039999998),TR
29163,4843195199,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (36.117134599999964 36.432384699999986),TR
29164,4843195200,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (36.11908969999997 36.433929),TR
29165,4843195201,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (36.12101339999997 36.43540979999999),TR
29166,4843195202,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (36.122971 36.43695909999999),TR
29167,4843195203,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (36.12493119999996 36.4384672),TR
29168,4843232433,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Karadağ RES Türbini T6,NULL,"{ ""tags.ref"": ""T6"", ""tags.generator:plant"": ""intermediate"", ""tags.manufacturer"": ""Nordex"" }",POINT (26.28998769999997 38.29050989999999),TR
29169,4843232434,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Karadağ RES Türbini T5,NULL,"{ ""tags.ref"": ""T5"", ""tags.generator:plant"": ""intermediate"", ""tags.manufacturer"": ""Nordex"" }",POINT (26.29398149999997 38.2914288),TR
29170,4843232471,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Karadağ RES Türbini T4,NULL,"{ ""tags.ref"": ""T4"", ""tags.generator:plant"": ""intermediate"", ""tags.manufacturer"": ""Nordex"" }",POINT (26.29049529999996 38.2979368),TR
29171,4843232495,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Karadağ RES Türbini T3,NULL,"{ ""tags.ref"": ""T3"", ""tags.generator:plant"": ""intermediate"", ""tags.manufacturer"": ""Nordex"" }",POINT (26.290709799999966 38.3051538),TR
29172,4843232504,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Karadağ RES Türbini T2,NULL,"{ ""tags.ref"": ""T2"", ""tags.generator:plant"": ""intermediate"", ""tags.manufacturer"": ""Nordex"" }",POINT (26.294929899999964 38.31103550000001),TR
29174,4966641811,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Salman RES Rüzgâr Türbini T4,Salman Rüzgâr Enerjisi Santrali Türbini,"{ ""tags.start_date"": ""2014"", ""tags.operator"": ""Öres Elektrik Üretim A.Ş."", ""tags.ref"": ""T4"", ""tags.generator:plant"": ""intermediate"" }",POINT (26.381780099999958 38.62856559999983),TR
29175,4966641812,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Salman RES Rüzgâr Türbini T1,Salman Rüzgâr Enerjisi Santrali Türbini,"{ ""tags.start_date"": ""2014"", ""tags.operator"": ""Öres Elektrik Üretim A.Ş."", ""tags.ref"": ""T1"", ""tags.generator:plant"": ""intermediate"" }",POINT (26.37334049999996 38.63030689999983),TR
29176,4966641813,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Salman RES Rüzgâr Türbini T5,Salman Rüzgâr Enerjisi Santrali Türbini,"{ ""tags.start_date"": ""2014"", ""tags.operator"": ""Öres Elektrik Üretim A.Ş."", ""tags.ref"": ""T5"", ""tags.generator:plant"": ""intermediate"" }",POINT (26.364083499999957 38.64062919999983),TR
29177,4966642173,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,Salman RES Rüzgâr Türbini T6,Salman Rüzgâr Enerjisi Santrali Türbini,"{ ""tags.start_date"": ""2014"", ""tags.operator"": ""Öres Elektrik Üretim A.Ş."", ""tags.ref"": ""T6"", ""tags.generator:plant"": ""intermediate"" }",POINT (26.378025 38.62571799999982),TR
29178,4966642174,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Salman RES Rüzgâr Türbini T2,Salman Rüzgâr Enerjisi Santrali Türbini,"{ ""tags.start_date"": ""2014"", ""tags.operator"": ""Öres Elektrik Üretim A.Ş."", ""tags.ref"": ""T2"", ""tags.generator:plant"": ""intermediate"" }",POINT (26.377487199999962 38.63137869999982),TR
29179,4966642175,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Salman RES Rüzgâr Türbini T9,Salman Rüzgâr Enerjisi Santrali Türbini,"{ ""tags.start_date"": ""2014"", ""tags.operator"": ""Öres Elektrik Üretim A.Ş."", ""tags.ref"": ""T9"", ""tags.generator:plant"": ""intermediate"" }",POINT (26.36941379999996 38.63174219999982),TR
29180,4966642176,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Salman RES Rüzgâr Türbini T3,Salman Rüzgâr Enerjisi Santrali Türbini,"{ ""tags.start_date"": ""2014"", ""tags.operator"": ""Öres Elektrik Üretim A.Ş."", ""tags.ref"": ""T3"", ""tags.generator:plant"": ""intermediate"" }",POINT (26.368469599999962 38.65053639999982),TR
29181,4966642523,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Salman RES Rüzgâr Türbini T8,Salman Rüzgâr Enerjisi Santrali Türbini,"{ ""tags.start_date"": ""2014"", ""tags.operator"": ""Öres Elektrik Üretim A.Ş."", ""tags.ref"": ""T8"", ""tags.generator:plant"": ""intermediate"" }",POINT (26.37031629999996 38.64013109999982),TR
29182,4966642524,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Salman RES Rüzgâr Türbini T10,Salman Rüzgâr Enerjisi Santrali Türbini,"{ ""tags.start_date"": ""2014"", ""tags.operator"": ""Öres Elektrik Üretim A.Ş."", ""tags.ref"": ""T10"", ""tags.generator:plant"": ""intermediate"" }",POINT (26.36884909999996 38.65567879999982),TR
29191,4973506078,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Siemens"" }",POINT (28.282474900000157 39.89137169999986),TR
29193,4973506080,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Siemens"" }",POINT (28.274647600000154 39.89342679999986),TR
29194,4973506081,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Siemens"" }",POINT (28.264363500000155 39.90832879999986),TR
29195,4973507146,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Siemens"" }",POINT (28.270967800000154 39.894834099999855),TR
29196,4973507147,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Siemens"" }",POINT (28.267452900000155 39.896278099999854),TR
29197,4973507148,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Siemens"" }",POINT (28.263821900000156 39.897787299999855),TR
29198,4973510729,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Siemens"" }",POINT (28.264040300000158 39.91170029999986),TR
29199,4973510730,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Siemens"" }",POINT (28.26208890000016 39.91843749999986),TR
29200,4973510731,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Siemens"" }",POINT (28.26373850000016 39.916320599999864),TR
29245,4991755671,node,TR,wind_turbine,3.0,wind,wind_turbine,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.operator"": ""BorusanEnBW Enerji"", ""tags.manufacturer"": ""Vestas"" }",POINT (28.12726250000019 40.36746490000007),TR
29246,4991755672,node,TR,wind_turbine,3.0,wind,wind_turbine,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.operator"": ""BorusanEnBW Enerji"", ""tags.manufacturer"": ""Vestas"" }",POINT (28.13598440000019 40.36421730000007),TR
29247,4991755673,node,TR,wind_turbine,3.0,wind,wind_turbine,generator,Maxar Premium-Luftbilder (Beta),T25,Rüzgâr Enerjisi,"{ ""tags.operator"": ""BorusanEnBW Enerji"", ""tags.manufacturer"": ""Vestas"" }",POINT (28.14777510000019 40.35946780000007),TR
29248,4991755674,node,TR,wind_turbine,3.0,wind,wind_turbine,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.operator"": ""BorusanEnBW Enerji"", ""tags.manufacturer"": ""Vestas"" }",POINT (28.15751440000019 40.36694490000007),TR
29249,4991755677,node,TR,wind_turbine,3.0,wind,wind_turbine,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.operator"": ""BorusanEnBW Enerji"", ""tags.manufacturer"": ""Vestas"" }",POINT (28.178394100000187 40.36400140000007),TR
29251,4991857780,node,TR,wind_turbine,3.0,wind,wind_turbine,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.operator"": ""BorusanEnBW Enerji"", ""tags.manufacturer"": ""Vestas"" }",POINT (28.15082960000013 40.36950060000005),TR
29252,4991857793,node,TR,wind_turbine,3.0,wind,wind_turbine,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.operator"": ""BorusanEnBW Enerji"", ""tags.manufacturer"": ""Vestas"" }",POINT (28.13844400000013 40.37170260000005),TR
29265,4994393148,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Sayalar,Rüzgâr Enerjisi,"{ ""tags.operator"": ""Doğal Enerji Elektrik Üretim A. Ş."", ""tags.manufacturer"": ""Enercon"" }",POINT (27.941964499999816 39.20292189999986),TR
29266,4994393149,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Sayalar,Rüzgâr Enerjisi,"{ ""tags.operator"": ""Doğal Enerji Elektrik Üretim A. Ş."", ""tags.manufacturer"": ""Enercon"" }",POINT (27.942030699999815 39.198888099999856),TR
29268,5006107319,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,"{ ""tags.operator"": ""BOREAS Enerji Üretim Sistemleri Sanayi ve Ticaret A.Ş."", ""tags.frequency"": ""50"" }",POINT (26.19794409999991 40.717286899999785),TR
29288,5049099264,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,NULL,NULL,POINT (28.466217499999964 37.22217730000001),TR
29289,5049099265,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,NULL,NULL,POINT (28.462998199999962 37.224022200000014),TR
29290,5049099266,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,NULL,NULL,POINT (28.457442 37.22668450000001),TR
29291,5049099267,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,NULL,NULL,POINT (28.46205449999996 37.227995600000014),TR
29292,5049099268,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,NULL,NULL,POINT (28.460329 37.23121920000001),TR
29293,5049099269,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,NULL,NULL,POINT (28.45798919999996 37.23368090000001),TR
29294,5049099270,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,NULL,NULL,POINT (28.457014299999962 37.23918070000001),TR
29295,5049099271,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,NULL,NULL,POINT (28.44956529999996 37.24184190000001),TR
29296,5049099272,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,NULL,NULL,POINT (28.44804759999996 37.2447189),TR
29297,5049099273,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,NULL,NULL,POINT (28.45654079999996 37.2428617),TR
29298,5049099274,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,NULL,NULL,POINT (28.45431239999996 37.2451456),TR
29299,5049099275,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,NULL,NULL,POINT (28.45244619999996 37.2480725),TR
29300,5049099276,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,NULL,NULL,POINT (28.445761099999963 37.2515535),TR
29301,5049099277,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,NULL,NULL,POINT (28.443602299999963 37.25443580000001),TR
29302,5049099278,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,NULL,NULL,POINT (28.440497199999964 37.2504329),TR
29303,5049099279,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,NULL,NULL,POINT (28.435874199999965 37.2546084),TR
29304,5049099280,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,NULL,NULL,POINT (28.433995499999966 37.25828350000001),TR
29305,5049099281,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,NULL,NULL,POINT (28.457948 37.2506769),TR
29306,5050178655,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,NULL,NULL,POINT (28.47928119999988 37.19638730000001),TR
29307,5050178656,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,NULL,NULL,POINT (28.481737599999878 37.1943562),TR
29308,5050178657,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,NULL,NULL,POINT (28.48458629999988 37.1923027),TR
29309,5050178658,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,NULL,NULL,POINT (28.48673449999988 37.190011),TR
29310,5050178659,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,NULL,NULL,POINT (28.47304139999988 37.2062325),TR
29311,5050178660,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,NULL,NULL,POINT (28.46938899999988 37.2073037),TR
29312,5050178661,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,NULL,NULL,POINT (28.46661429999988 37.2090739),TR
29322,5058490686,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,"{ ""tags.operator"": ""Steag Rüzgar Süloğlu Enerji Üretim A.Ş."", ""tags.frequency"": ""50"", ""tags.voltage"": ""31500"" }",POINT (26.87177969999996 41.953747799999874),TR
29323,5058490687,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,"{ ""tags.operator"": ""Steag Rüzgar Süloğlu Enerji Üretim A.Ş."", ""tags.frequency"": ""50"", ""tags.voltage"": ""31500"" }",POINT (26.86768169999996 41.95565849999988),TR
29324,5058490688,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,"{ ""tags.operator"": ""Steag Rüzgar Süloğlu Enerji Üretim A.Ş."", ""tags.frequency"": ""50"", ""tags.voltage"": ""31500"" }",POINT (26.86412409999996 41.956077299999876),TR
29325,5058490689,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,"{ ""tags.operator"": ""Steag Rüzgar Süloğlu Enerji Üretim A.Ş."", ""tags.frequency"": ""50"", ""tags.voltage"": ""31500"" }",POINT (26.86064619999996 41.956780199999876),TR
29326,5058490690,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,"{ ""tags.operator"": ""Steag Rüzgar Süloğlu Enerji Üretim A.Ş."", ""tags.frequency"": ""50"", ""tags.voltage"": ""31500"" }",POINT (26.857182199999958 41.957921399999876),TR
29327,5058490691,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,"{ ""tags.operator"": ""Steag Rüzgar Süloğlu Enerji Üretim A.Ş."", ""tags.frequency"": ""50"", ""tags.voltage"": ""31500"" }",POINT (26.85383779999996 41.95896999999987),TR
29328,5058490692,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,"{ ""tags.operator"": ""Steag Rüzgar Süloğlu Enerji Üretim A.Ş."", ""tags.frequency"": ""50"", ""tags.voltage"": ""31500"" }",POINT (26.850697899999957 41.960906199999876),TR
29329,5058490693,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,"{ ""tags.operator"": ""Steag Rüzgar Süloğlu Enerji Üretim A.Ş."", ""tags.frequency"": ""50"", ""tags.voltage"": ""31500"" }",POINT (26.846979 41.96130759999988),TR
29330,5058490694,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,"{ ""tags.operator"": ""Steag Rüzgar Süloğlu Enerji Üretim A.Ş."", ""tags.frequency"": ""50"", ""tags.voltage"": ""31500"" }",POINT (26.75511939999996 41.94861389999988),TR
29331,5058490695,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,"{ ""tags.operator"": ""Steag Rüzgar Süloğlu Enerji Üretim A.Ş."", ""tags.frequency"": ""50"", ""tags.voltage"": ""31500"" }",POINT (26.758690799999957 41.94793469999988),TR
29332,5058490696,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,"{ ""tags.operator"": ""Steag Rüzgar Süloğlu Enerji Üretim A.Ş."", ""tags.frequency"": ""50"", ""tags.voltage"": ""31500"" }",POINT (26.76237739999996 41.94784599999988),TR
